# CIE cooling rates for atomic H/He from Black (1981), MNRAS, 197, 553.
# Cooling rates are given as Lambda / n_H^2 [erg s^-1 cm^-3].
# log(T) log(Cooling)
6.87	-23.0547
6.88	-23.0513
6.89	-23.0480
6.90	-23.0446
6.91	-23.0412
6.92	-23.0378
6.93	-23.0343
6.94	-23.0309
6.95	-23.0274
6.96	-23.0240
6.97	-23.0205
6.98	-23.0170
6.99	-23.0134
7.00	-23.0099
7.01	-23.0064
7.02	-23.0028
7.03	-22.9992
7.04	-22.9956
7.05	-22.9920
7.06	-22.9884
7.07	-22.9848
7.08	-22.9811
7.09	-22.9775
7.10	-22.9738
7.11	-22.9701
7.12	-22.9664
7.13	-22.9627
7.14	-22.9590
7.15	-22.9552
7.16	-22.9515
7.17	-22.9477
7.18	-22.9439
7.19	-22.9401
7.20	-22.9363
7.21	-22.9325
7.22	-22.9287
7.23	-22.9248
7.24	-22.9210
7.25	-22.9171
7.26	-22.9132
7.27	-22.9093
7.28	-22.9054
7.29	-22.9015
7.30	-22.8976
7.31	-22.8936
7.32	-22.8897
7.33	-22.8857
7.34	-22.8818
7.35	-22.8778
7.36	-22.8738
7.37	-22.8698
7.38	-22.8658
7.39	-22.8617
7.40	-22.8577
7.41	-22.8536
7.42	-22.8496
7.43	-22.8455
7.44	-22.8414
7.45	-22.8373
7.46	-22.8332
7.47	-22.8291
7.48	-22.8250
7.49	-22.8208
7.50	-22.8167
7.51	-22.8125
7.52	-22.8084
7.53	-22.8042
7.54	-22.8000
7.55	-22.7958
7.56	-22.7916
7.57	-22.7874
7.58	-22.7832
7.59	-22.7789
7.60	-22.7747
7.61	-22.7704
7.62	-22.7662
7.63	-22.7619
7.64	-22.7576
7.65	-22.7534
7.66	-22.7491
7.67	-22.7447
7.68	-22.7404
7.69	-22.7361
7.70	-22.7318
7.71	-22.7274
7.72	-22.7231
7.73	-22.7187
7.74	-22.7144
7.75	-22.7100
7.76	-22.7056
7.77	-22.7012
7.78	-22.6968
7.79	-22.6924
7.80	-22.6880
7.81	-22.6836
7.82	-22.6791
7.83	-22.6747
7.84	-22.6703
7.85	-22.6658
7.86	-22.6613
7.87	-22.6569
7.88	-22.6524
7.89	-22.6479
7.90	-22.6434
7.91	-22.6389
7.92	-22.6344
7.93	-22.6299
7.94	-22.6254
7.95	-22.6209
7.96	-22.6163
7.97	-22.6118
7.98	-22.6073
7.99	-22.6027
8.00	-22.5982
